Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Target
2.84,1.11,2.46,0.221,17.42,6.73,89.88,38.11,185.52,40.32,404.72,79.39,1
2.961102096,0.905093788,2.993791397,0.17689189,18.58795211,6.620290713,81.34673627,32.65599551,149.196632,31.01501004,289.5163073,61.65673165,0
43.6,1.78,3.59,1.41,17.3,5.48,66,24.4,123.3,25.9,254,57.8,1
10,4.55,6.51,0.8,24.2,7.6,79.6,25.7,110.7,23.5,213,35.3,1
1.008,1.75,2.68,0.199,11.59,4.057332263,39.4,14.51,64.6,13.57387558,126.7,28.49,0
6.53,1.26,2.96,0.117,21.4,7.91,101.6,38.9,184.6,36,320,62.8,0
29.6,3.19,6.84,0.174,34.6,14.3,211,86.1,367,75.8,701,120,0
31.28251912,1.020099932,2.462063129,0.696588758,11.87301991,4.304778743,51.21635844,19.6804936,96.29585427,22.80523995,236.195094,53.14908941,1
1.6,1.575,4.94,0.085,29.75,11.62,134.1,46.47,189.07,42.02,426.62,78.503,0
1.69,1.52,3.97,0.051,25.38,10.41275886,137.8,56.4,267.1,55.07598561,525.6,106.3,0
52.98279936,2.332087556,4.179594408,0.934113361,20.7896681,7.028909011,96.21907232,36.56000526,193.1766459,43.60111276,518.2025751,92.25064614,1
1.081,0.541,0.88,0.0142,3.06,2.451,37.95,14.21,88.09,35.54,555.03,96.63,0
19.04498029,2.194779947,5.066429037,0.72993761,27.70056131,9.329152229,107.211313,38.33873364,175.6241448,36.09965951,378.0068751,63.85602933,0
36.65743123,1.284854159,1.637151028,0.351708677,12.18059278,4.583059243,67.94877741,26.41956844,144.94045,33.95748465,412.9153582,77.08095152,1
2.62,2.11,6.35,0.193,36.8,13.41,140.16,41.91,150.66,28.53,255.02,38.74,0
23.85,0.98,3.55,2.4,22.17,8.58,127.02,53.9,278.91,71.35,844.52,147.86,1
20.1,1.94,4.13,0.5,25.8,10.57,136,57.4,254,61,496,110.1,1
36.65,1.85,5.07,1.09,24.26,8.2,97.89,37.21,180.61,45.9,533.06,81.3,1
14.1,1.95,3.91,1.71,26.1,8.48,109,43.4,209.0878915,49.69675361,593,120,1
22.85,1.92,5.97,0.15,32.43,11.85,144.74,54.62,230.75,51.63,466.23,80.18,1
34.3,3.9,6.5,0.8,37.1,15.9,209.5,85.9,409.8,92.8,937.6,181,0
11.44,15.05,28.52,2.55,116.21,32.75,301.93,93.3,351.45,64.38,571.43,100.25,0
34.18,7.03,14.72,1.67,97.31,31.43,363.95,128.19,544.04,100.1,838.47,154.9,1
98.3,4.41,6.4,2.14,34.8,9.84,116.9,42.15,196.4,40.1,378.7,80.6,1
6.44,4.35,8.54,0.38,41.4,12.2,139,51.4,231,47.3,498,84.7,0
13.8,1.285,1.245,0.509,8.36,2.99,42.87,18.87,110.75,26.25,287.41,69.38,1
3.36,1.55,4.43,0.5,33.5,14.34,198.5,79.8,407,84.9,767,154,0
3.827841994,1.176113242,2.42003028,0.214844542,14.0621951,4.981685757,62.37960999,23.93739746,108.8571722,22.99990262,211.4523216,44.50432956,0
15.70158787,1.451548377,3.83131067,0.296026619,21.23161751,8.210423036,111.1909743,42.42470431,209.4601296,42.40066373,390.9158255,71.605822,0
1.09,1.41,4.82,0.25,35.4,13,154,48.1,202,38.8,375,56.4,0
31.21,0.84,1.05,0.53,4.2,1.85,21.76,9.24,49.51,15.31,211.17,40.84,1
64.1,4.79,6.63,2.13,25,7.91,91.5,33.4,155,32.5,316,64,1
12,1.08,2.17,0.57,12.9,4.2,49.4,17.6,84.2,19.7,194,35.8,1
12.4,0.73,2,0.31,15.7,6.5,95,43,227,54,602,128,1
15.21270393,3.444375138,6.439749369,0.569416797,32.61822449,18.20004051,254.7068493,94.87971448,473.1353744,105.4965393,1169.892277,192.8365204,0
1.66,2,6.11,0.148,40.5,15.2,205.9,78.7,379,82.3,728,130.1,0
49,3.18,6.6,0.25,35,14.59,173.9,66.1,314.2,72,684,116.9,1
27.7536553,1.767808619,3.226050534,0.3910612,17.11227064,5.511814422,63.39062233,23.20391264,103.3022067,21.44788854,194.7105429,39.06999448,0
3.48,5.09,8.52,0.383,52.4,20.4,248,97,410,83,741,130,0
295.9325874,16.82584208,31.98315897,13.08775387,165.5229934,53.29144603,570.5761611,232.3250915,956.3885585,252.0245664,1963.452686,529.7947343,1
5.79,1.84,4.35,0.493,21.2,8.1,103,38.4,165,36.2,357,54.4,1
23.75,2.75,7.44,0.63,51.13,20.76,272.49,102.29,459.61,100.84,959.95,168.39,1
4.3,4.4,10.8,0.3,52.9,18.3,227.6,69.8,340.3,76,686,78.3,0
45.4,3.27,5.89,1.88,37.2,14.64,186,80.5,365,91,750,175.2,1
53.8,1.43,3.35,0.54,14.8,4.92,61.4,23.7,110,24,227,45.7,1
1.488,2.45,7.5,0.435,47.1,16.66,181.6,57.7,211.8,38.14,297,52.4,0
10,0.43,1.14,0.37,7.3,2.63,30.2,10.7,50.9,11.8,118,21.9,1
11.64,6.12,11.94,1.365,61.78,20.98,235.98,83.65,347.86,66.46,597.06,104.2,0
3.13,4.76,10.24,0.545,52.7,16.57,189.3,68.3,294,60.7,526,103.3,0
19.72650351,1.073103715,2.59864086,0.551156299,12.94024474,4.302918759,46.64260211,17.30223283,79.97493918,17.2555773,168.7991258,36.19673522,1
6.09,0.7,2.06,0.61,18,7,103,40,201,44,515,86,0
13.1,4.9,7.3,0.5,23.6,11.3,154.2,65.7,331.6,86,930,186.9,0
2.288211947,1.005666143,4.170021151,0.208725368,36.36425849,17.25392185,254.792037,107.2856289,553.4415431,117.3420098,1048.489977,197.6648271,0
9.214000358,3.26620671,9.44295989,0.589804307,55.88106734,18.34186693,213.0671536,80.37754309,336.6892227,65.53849261,555.9642741,107.1427338,0
12,2.74,2,0.43,6.2,1.98,28.7,11.1,54.4,12.3,169,24.7,1
2.266833194,0.754427122,3.692753275,0.146474777,26.54620081,15.33192682,228.85573,98.51271882,503.8908462,131.2456999,1410,288.5045707,0
15.65,3.76,5.23,0.465,52.89074664,18.15182515,259,80.94882572,378.1826615,89.67148932,954,185.1,0
8.2,1.206,1.98,1.099,12.05,5.11,71.99,32.28,170.83,43.08,487.56,98.8,1
6.84419374,1.161348361,2.743878539,0.310507198,14.52342761,5.075643306,58.21783167,22.52161064,102.3841815,21.01993258,196.4983377,41.13705966,0
24.7,5.5,15.2,3.7,90.6,30,321.2,110.9,488,101,890,153,0
6.9,10.2,12.2,0.9,52,22.1,304,108,491,100,820,144,0
8.2,2.33,5.61,1.129,23.28,7.09,73.07,25.18,107.89,21.53,203.16,40.47,0
26.98,0.9,2.42,1.68,19.09,8.03,116.36,49.28,257.22,63.51,733.45,136.8,1
3.989836206,6.83726739,20.38002562,0.951522714,98.31411994,37.56646044,472.8548022,193.6965991,909.8860042,204.6978578,1906.822216,354.942128,0
15,2.83,1.62,0.32,9.7,3,41.7,15.6,68.5,16.1,198,29.9,1
6.81,1.33,2.99,0.06,20.4,8.3,110,43.5,199,42.2,406,73.4,1
3.06,1.35,3.79,0.197,38.48785095,14.46756477,240.2,75.34183626,376.4702242,94.96157274,1030,202.2,0
21.69,2.85,9.83,0.87,46.68,19.23,233.7,86.96,369.2,79.61,738,124.9,1
1.482,1.29,3.57,0.095,22.2,8.98,115.85,43.99,189.79,44.92,474.56,88.4355,0
239.28,16.36,42.44,3.6,184.19,63.11,684.38,221.01,901.64,188.78,2045.78,457.178,0
8.59,0.86,2.05,0.064,16,5.64,72,26.6,127.8,24.7,207.7,42.1,0
50.5,1.96,3.82,1.45,17.2,4.78,54.4,19.21,91.3,19.34,186.3,41,1
2.24,1.41,3.74,0.227,40.21508737,15.19258604,254.2,79.79416348,400.1928321,101.2889051,1127,214.9,0
13,2.61,1.49,0.27,7.4,3.19,41.2,16.5,81.4,20.8,264,43,1
1.752,1.9,5.7,0.076,35.22,14.52,184.76,68.64,294.25,67.59,696.41,130.7755,0
7.87,3.03,6.82,1.35,30.43,10.98,132.3,48.2,217.2,52.5,574.1,80.04,0
14.48460259,0.488890764,2.085503037,0.557137233,14.34219193,5.960247271,83.36671598,33.68583545,186.2218243,38.10207732,388.1740481,78.01426163,1
16.6,2.32,5.2,0.58,35.1,12.5,176,67,338,69,765,131,0
0.993382591,0.953106621,3.320664186,0.088086036,29.43892619,12.67644629,194.400241,80.90641222,418.9800513,95.38971936,890.5356366,173.7856343,0
26.13,8.16,8.13,0.45,37.97,15.05,187.85,72.3,315.44,70.16,659.98,113.46,1
14.96,3.39,6.54,0.64,32.62,10.24,115,42.65,185,36.62,328,67.7,1
23.91,0.7,3.07,1.58,21.27,8.62,118.88,52.72,272.98,66.5,704.14,159.69,1
14.65,2.46,3.17,0.48,16.21,6.31,80.6,31.89,141.64,34.74,398.61,74.6,1
15.35860694,1.578990387,2.475552299,0.588191705,14.5128346,4.644754701,55.17367375,20.76072412,95.91191015,20.39140882,192.8016087,40.74887268,1
1.72,3.8,8.61,0.33,44.9,14.4,168,60.6,255,52.3,469,79,0
11.44306638,2.872943264,3.592592764,0.805609354,17.008924,5.118564709,64.04112611,25.58077095,123.0148563,25.88810951,243.3849595,50.99579521,1
12.79,2.37,5.57,0.862,30.17,13.44,167.66,62.28,274.32,60.44,589.58,101.21,0
14.9,0.87,1.52,0.85,8.96,3.07,43.6,20.1,110.325032,27.13239419,405,96,1
167.85,3.35,8.02,2.45,53.23,21.79,320.85,145.05,849.16,223.76,2707.4,538.48,1
46.34780797,1.152990028,3.847916186,1.401777882,25.15757685,8.912278265,120.8143999,45.62193012,246.942344,52.58043529,546.469442,98.12690992,1
1.028,1.26,4.89,0.113,28.56,10.21,116.63,39.26,161.41,35.98,373.49,70.499,0
1.69,2.3,5.83,0.271,44.5,16.71,215.2,80.5,385,77.4,672,132.4,0
14.59,1.61,2.15,0.758,13,4.97,65.5,28,148.9,35.5,382,86.7,1
9.42,2.54,5.79,0.68,24.22,8.44,96.27,34,140.65,33.78,376.73,70.14,1
12.78330561,3.176454334,12.52524114,0.616799927,120.3072118,54.8385029,864.3276675,327.4231432,1652.595793,357.0621934,3876.046462,590.3557893,0
13.89,5.24,15.96,0.96,98.63,37.52,460,173.3,721.4,154.5,1445,225.2,1
1.88,1.55,3.52,0.045,20.82,8.745862645,110.6,44.56,209.1,43.33239451,417.4,86.71,0
10.2,3.56,4.89,1.352,19.44,6.84,82.05,30.9,138.72,33.25,359.75,78.56333333,1
3.304182842,2.179716682,5.705987337,0.150631345,32.93795049,12.63300458,160.7247631,62.85973453,283.5141403,59.87756738,531.3941697,101.7149859,0
58.5,4.92,7.48,2.08,46.5,18.6,238,100.7,459,111,895,206.8,1
3.946551657,0.525093615,1.86260167,0.141799753,15.81378666,6.653908594,89.22837035,36.82638269,181.0213027,40.47869417,385.8938591,80.08003411,0
18.92,0.9,1.86,0.401,11.19,4.17,59.12,23.71,121.9,29.97,293.4,56.26,1
54.7,1.51,3.17,1.43,18.53,5.47,64,23.7,118.3,26,250,58.3,1
71.28,6.44,10.8,4.37,42.88,12.56,131.98,43.21,199.46,38.36,358.22,69.08,1
10.20615247,1.146928458,3.667534094,0.496922479,24.91119428,8.870958046,111.0165226,42.39874323,199.2671744,39.81025677,375.3386424,64.26785281,0
0.74,1.01,3.62,0.05,25.1,9.11,98.2,31.8,129,25.8,234,38.8,0
11.8,0.36,1.51,1.02,13.96,5.76,84.77,39.03,210.92,52.7,578.87,131.46,1
20.99,3.77,4.99,0.5,39.03098331,12.65616111,142.7,51.23874673,229.5519317,52.37010266,560,106.4,0
18.81,3.26,5.7,1.72,34.91,12.41,154.9,64.88,310.8,68.41,671.6,146.9,1
1.21,0.47,2.2,0.138,19.8,9.93,150,66,359,76.3,705,149.8,1
1.1,1.2,1.41,0.11,3.06,0.79,7.25,2.7,10.2,2.58,20.4,3.49,0
4.91,3.79,7.35,0.4,39.2,10.7,112,36.6,149,28.3,270,46.1,0
18.7,12.3,15,2.78,64.4,17.2,199,67.9,319,60.6,540,105,1
21.8,2.18,3.18,0.64,17.8,6.3,84.4,32.9,162,33.3,303,61.4,0
13.00824757,2.390777673,4.044812365,0.574306737,15.54115565,4.990643775,56.2544045,21.17515978,99.81004467,22.2245013,213.8350992,43.67384795,0
26,2.5,6,0.7,27.9,10.3,121.3,47.1,215.2,46.9,441.3,85,0
83.73659563,1.909149305,2.268374708,0.550033457,13.16343097,4.64967698,63.24586381,29.34434368,167.0741756,45.10349845,528.0825541,130.9756268,1
7.233165473,6.055746306,20.93264328,1.125403059,141.6340398,53.90909037,726.4160474,305.1687733,1418.238019,327.5815982,2969.266757,507.256444,0
5.275301484,0.6104316,1.285878553,0.681056827,11.54521987,4.381392092,54.89342256,24.51667917,117.6699241,27.47782264,248.6217384,50.63706441,1
6.13,1.32,4.19,0.413,25.06,10.06,124.75,49.2,232.36,49.39,492.52,97.25,1
3.48,1.28,4.08,0.38,28.6,12.12,181.4,75.6,387,81.9,733,148.2,0
27.6,0.28,0.61,0.248,4.56,1.62,29.6,15.1,110.1,31,413,118.1,1
14.5,1.74,2.43,0.89,12.3,4.33,54.9,22.7,118,27.1,294,65.5,1
18.29637054,1.612842639,4.095755791,0.410136975,21.29023425,7.279653268,86.95644895,31.14677987,142.8488661,29.82981321,303.513697,53.12711983,0
13,2.76,1.42,0.28,7.6,3.14,41.5,16.3,81.2,20.4,261,42.8,1
15.2,0.87,1.8,0.75,9.06,3.03,40.1,16.2,78.33645326,18.42402231,225,48,1
18.5,2.21,5.07,2.01,41,15,229,84,421,85,948,147,0
1.342393981,0.73205262,3.380590549,0.178131766,33.29499532,16.52488726,271.4556922,116.2339685,633.7886071,139.1577695,1274.956869,233.2227776,0
11.54338842,3.463400441,6.01358633,0.851518724,34.03467193,11.67361128,147.3319823,54.10211483,256.4918846,50.41418686,456.7245354,82.12256503,0
24.82,0.82,2.91,1.95,22.01,9.16,124.45,53.63,280.76,67,699.09,155.45,1
4.4,0.27,0.83,0.81,7.1,3.2,41.6,16.3,73,19.2,235,47.8,1
9.68,2.56,6.04,0.3,32.3,10.9,135.5,52.3,222.4,50.2,446,76.9,0
10.14,0.83,1.56,0.33,7.36,2.78,36.8,16.3,85.5,21.3,243,53.5,1
1.388452385,0.566419458,2.43388846,0.200483588,23.42325828,11.250067,175.4461833,73.67744985,381.2538841,84.13734445,777.5152173,144.9599016,0
0.91,1.3,3.6,0.093,26.6,10.1,123.2,43.2,166,31.9,266,51,0
10.37935082,1.94199165,5.475218063,0.69342892,35.13397546,11.99545617,135.5499288,51.56715909,192.2632594,42.50327749,339.630034,66.04515697,0
74,1.4,5.3,0.6,43.6,16.8,254.3,117.8,686.4,186.5,2455.8,535.9,0
3.61,0.82,1.75,0.37,10.9,4.29,50.95,17.59,75.62,17.55,92.2,26.4,0
11.75595785,1.092225214,3.667229927,0.301299303,24.38960953,10.63650173,119.2125121,51.13218142,208.3619619,48.80289228,413.9482999,80.95582488,0
41.04937708,5.956743456,8.874859031,1.547130381,24.61553116,7.664544509,107.2232399,37.83119794,195.5649245,41.31425711,484.0450804,87.69983333,1
10.06,2.04,4.87,0.2,27.4,9.5,107.8,42.2,166.1,55,318,59.3,0
23.6,1.79,3.37,1.33,16.45,4.57,50.7,17.63,84.6,18.2,172.7,40.8,1
8,1.45,0.89,0.54,5.9,1.79,21.7,8,37.4,9.1,129,17.7,1
15.47,0.98,3.5,0.41,23.11,8.88,113.33,46.66,227.42,47.82,452.44,93.64,1
99.74794545,19.8494039,36.77320121,0.898693724,198.6126981,66.4419822,823.9692309,288.8323873,1295.30282,250.9362192,2221.681059,337.280086,0
1.939891944,1.072380526,2.151972611,0.22207464,25.71475591,13.67933996,204.8276261,92.22116347,497.0319317,130.2266266,1390,293.092039,0
8.571293691,1.182497592,2.97125362,0.377164405,23.91397708,9.913031221,143.8872205,51.4857025,244.2735743,56.22232419,575.7054108,94.99399476,0
70.68199716,9.967622485,13.76454401,2.634314407,53.10893145,15.85432248,178.9037121,61.851864,269.1178123,51.51435665,521.5378236,87.83493979,0
10.33161882,1.126679689,2.023027189,0.240468468,15.70521905,6.666813488,94.83782752,39.03617591,196.9026233,45.62363717,502.3491742,90.77273375,0
0.79,1.14,3.42,0.105,23.7,10.9,148,62,285,63,601,110,0
20.4,12.1,17,1.79,83.6,27.1,315,102,448,84.9,830,117,0
2.15,3.69,8.21,0.408,48.5,16.9,208,76,356,68.4,582,112.6,0
9.1,2.9,5.21,0.67,35.76,16.46,216.7,86.48,406,90.57,889.5,149.6,1
16.11030648,0.892636136,2.518233679,1.318406341,19.6517921,6.781317203,91.23203038,36.68220178,201.6001956,44.12798363,470.1847943,98.48959728,1
18.47838458,2.880248304,8.635597671,0.398261871,60.78832283,20.75101712,283.8392312,100.8647864,488.752778,102.3179494,1040.532802,164.6154655,0
9.09,2.81,5.69,1.18,27.65,8.56,99.75,33.84,149.2,29.41,262.4,49.2,0
7.1,1.41,3.73,0.259,26.71,10.23,123.27,51.34,227.34,49.98,426.52,91.68,1
59.6,5.17,7.56,1.16,25.93,9.61,117.2,41.18,192.7,48.24,531.9,91.31,1
7,0.78,1.68,0.72,10.8,3.72,50.9,21.3,108.8019043,26.51805875,343,74,1
2.164151925,1.101450241,5.492286485,0.227178416,45.87021728,21.40068802,302.3672213,128.2338852,637.0748905,131.7073117,1156.057646,213.5621964,0
0.904,0.54,0.35,0.02,1.99,1.69,26.48,10.7,69.39,31.31,537.43,98.06,0
11.35,6.76,14.1,1.3,76.9,24.97,285.9,94.3,424,81.2,702,132.2,0
12.36,1.68,3.03,0.78,20,8,114,42,216,45,507,83,0
2.19,0.27,1.06,0.04,7.11,2.63,32.9,13,59.1,12.5,110,22.4,1
20.20913608,4.131894599,8.144171479,0.302461282,47.38466819,16.7679483,204.5490535,79.04852956,348.5668356,70.82252796,626.4095073,119.75558,1
9.27,4.16,8.63,0.925,41.31,14.57,164.33,62.33,265.66,54.05,473.92,92.62,1
7.74,4.5,9.78,1.58,38.64,12.94,138.92,48.06,203.31,40.96,385.91,69.18,0
1.628,1.49,4.24,0.077,24.69,10.07,127.28,47.78,208.41,48.5,512.44,97.1355,0
2.428197688,0.797751406,3.423732859,0.055895277,24.67551216,10.62472419,142.820498,58.08982256,279.2558532,59.29031095,543.224656,108.9609263,0
23.91572732,2.436990133,6.774067896,0.635258751,40.17836168,14.23474668,158.7663579,61.30758885,248.0506742,56.25658579,455.3000712,90.83590848,0
35.8,1.43,1.85,0.87,9.58,2.82,36,14.7,84.1,20.5,293,61.8,1
15,5,10,1.5,42,13,132,47,186,42,354,62,0
6.697661199,3.454482813,6.440827145,0.586701897,32.79948762,16.57416976,228.3487314,85.62227031,424.148446,114.6168314,1289.628354,245.8965323,0
1.487,0.926,3.53,0.0563,23.39,10.3,137.85,51.32,217.79,50.57,517.55,95.8015,0
13.6,7.35,11.8,1.22,65.8,24.3,298,120,547,119,1158,243,1
23.25180051,19.24923951,39.27945303,1.399893845,202.0425692,67.2359104,801.7177885,267.4180715,1179.748375,236.3894575,2384.53754,365.2379919,0
19.35,2.73,3.2,0.48,14.4,4.7,59.7,23.4,114.1,26.4,252.8,54.4,1
63,1.03,3.28,1.27,23.9,9.08,107.7,42.2,208.2,48.2,492,104.7,1
37.1,0.37,1.37,0.43,6.9,2.54,33.2,12.59,69.7,17.73,190,47.5,1
16.4,0.95,3.2,0.37,24.3,9.4,141,59,316,69,802,148,1
16.2,1.42,2.87,0.35,22,8.9,116,51,235,56,466,107.8,1
41.13087875,1.04217193,3.070200446,0.723021873,18.7159241,6.102879109,83.90322843,30.70804033,159.715964,34.43073034,402.2115596,69.37716324,1
8.394171105,5.113600662,4.927558901,0.542994171,26.86281724,12.92960752,193.669323,82.59328905,433.981693,104.1917203,1162.410552,209.6918318,0
44.77,2.46,5.49,1.6,31.41,11.44,149.1,62.6,304.3,69.19,666.1,146.8,1
3.886064963,0.639153043,1.839784435,0.022592831,19.60046323,9.858571385,121.1754717,45.07960384,200.5557668,41.68821402,382.1092067,77.2238933,0
22.55354037,3.444584749,5.022932068,0.406693741,30.72898489,14.0881713,203.9955239,82.02582125,416.4629146,95.46033586,1038.808729,183.284899,0
28.23,1.22,2.24,0.96,13,3.46,43.2,15.59,81.5,17.56,173.4,40.71,1
1.76,2.25,7.23,0.13,49,18.4,238,90.2,397,83.5,741,126,0
18.82828766,10.18484384,18.53708119,1.799020651,87.18211396,28.0293211,293.3806429,99.53032994,398.2937731,76.99949453,678.2201026,126.1219663,0
1.97,1.13,2.6,0.108,16.07,5.96950035,75.7,29.29,134,27.93181178,257.2,53.52,0
4.43,2.78,3.52,0.25,20.1,6.69,75.4,26.8,121,24.7,252,44.8,0
7.8,1.17,2.45,0.98,14.7,5.05,67.6,27.7,135.4325435,32.47176336,406,84,1
25.15409691,6.09630797,10.44435391,4.039326919,55.82240315,18.83692246,230.9326494,84.06607812,395.4517124,80.30820295,752.6347051,134.410728,1
4.89,2.21,6.56,0.62,30.14,13.19,142.6,51.72,9.2,47.76,495.9,58.61,0
48.8,1.46,3.69,1.35,18.5,5.29,67,25.14,119.9,25.79,244.9,54.6,1
55.37289302,2.652867266,5.954981611,0.870851209,35.07077246,11.77838145,152.1206307,53.7895077,249.5682592,50.15258811,536.9829656,87.77499053,1
4.38,4.28,8.73,0.784,46.9,16.71,198.06,74.12,320.98,64.79,602.68,111.1,1
4.51,2.67,5.4,0.34,26.5,7.9,90,31.4,140,26,229,44.1,0
8.121245483,3.367131994,14.28652766,0.358790591,119.5905641,57.00189077,866.1181017,322.0679771,1621.034114,353.5376805,3648.672906,555.9228364,0
2.020688425,2.416156379,4.404728803,0.524573086,18.25797317,5.160733923,53.89127542,18.63342529,77.42164745,15.76648664,132.6915992,26.75663669,0
30.27,1.96,7.81,0.41,37.72,14.37,171.65,65.19,297.43,56.71,519.36,98.34,1
10.02495454,1.917451495,6.150379215,0.473117543,39.45642692,15.4715906,184.6799207,75.23427796,300.6527381,68.6583284,575.8621085,112.1350446,0
27.39834335,8.886416256,16.41955245,1.034393014,75.32020125,22.51538681,278.3164327,90.43306197,412.0182729,76.53334777,770.3382624,117.1560786,0
1.49,2.16,5.58,0.099,37.2,12.86,166,64.7,310,60.1,534,104.6,0
14,0.3,1,0.2,9,4,47,23,108,23,225,47,1
23.7,3.36,3.52,0.72,19.7,7.53,101,45.2,216,55,465,118.4,1
31.17,1.62,4.15,1.15,23.42,8.11,99.67,40.4,186.3,40.99,390,83.41,1
24.04,1.72,3.87,1.065,17.42,6.01,67.9,23.84,104.73,25.35,288.74,57.96,1
5.09,2.78,5.01,0.17,29.45,11.28,140.45,50.89,223.3,48.78,452.04,80.37,0
1.16,0.95,3.45,0.07,30.1,12.9,176,71.1,323,69.9,627,110,0
15.2,10.2,14.1,1.33,68.6,25.8,322,125,563,123,1176,240,1
2.75,1.06,2.72,0.1,18,6.5,84.5,30.8,145,29.4,279,47.1,0
3.14,2.34,5.22,0.54,30.89,11.87,146.81,55.22,247.19,54.6,537.63,90.76,0
20,8.06,9.66,1.98,44.2,13.52,156.6,55.5,243,51.4,511,86.5,1
20.1,6.56,14.98,1.11,75,26.23,286,104.5,410,91,671,145.4,1
24.41219474,2.969160038,7.048230276,0.832910885,34.4206697,11.94479658,131.1458747,50.55473837,201.5257974,44.57016141,367.1336964,70.23895846,0
12.27,0.74,1.74,0.52,13.16,4.87,66.56,29.2,148.4,34.31,351.8,79.59,1
4.806502925,3.144386651,6.508883623,0.265203712,30.93665025,9.634675941,104.7872182,37.1448418,155.7955726,30.33262954,257.0419492,49.94668247,0
12,10.9,14.5,1.44,58.9,18.4,222,82.4,376,88.1,867,164,1
8.54,2.06,3.26,1.55,16.4,5.32,55.2,19,79.6,16.4,159,33,0
1.06,0.95,4.97,0.09,35.9,15.4,212,84.5,385,85.2,790,132,0
107.9943524,2.661702614,5.493714007,1.709655506,31.39672452,11.22149893,139.8332142,55.68730673,265.2036468,59.4048722,575.9520406,123.1244964,1
28.54428518,2.362919062,3.786658196,1.050311294,19.12419131,5.965813878,68.30403149,26.54390669,125.1970998,27.36587478,271.7190226,58.4379117,1
9.692676821,1.466506701,4.277264192,0.295065658,25.41331137,9.623360323,110.9287289,44.55094606,180.1169846,41.28894512,349.3529694,68.43602975,0
0.69,0.63,2.96,0.06,21.9,9.92,134,54.4,248,56,532,87.5,0
16.3,10.4,11.1,1.14,61.6,22.2,270,107,497,111,1072,223,1
1.59,1.49,3.89,0.083,26.44,10.80873589,149.8,60.4,284,58.65641595,550,112.2,0
1.55,2.33,4.41,0.181,22.61,8.284265086,94.9,35.75,159,32.88977557,303.9,63.44,0
0.76,1.41,4.73,0.03,34.5,14.6,191,75,343,73.3,673,116,0
9,0.43,1.21,0.23,5.8,2.23,25.8,9.6,46.3,11.2,114,21.6,1
11.63,0.72,2.06,0.19,16.03,6.64,86.62,33.81,154.89,34.43,322.22,58.33,1
1.418,1.007,3.5,0.07,22.86,9.09,97.08,26.23,83.27,15.61,140.57,23.577,0
8.52,7.35,19.59,1.47,95.56,30.23,282.39,85.35,318.83,61,532.4,95.52,0
10.55950693,1.70571085,8.295484047,0.156634333,70.34352086,27.91786462,365.7226242,144.1467534,631.3505617,126.3144986,1079.774251,210.0253993,0
34.61,1.97,2.85,0.47,13.99,5.43,73.16,30.04,159.03,43.96,531.25,91.74,1
2.2,0.52,1.37,0.08,7.51,2.65,30.8,11.6,51.6,10.4,96.3,19.5,1
3.989653877,2.367170108,5.245277159,0.262576989,36.64991187,14.29390596,182.0789707,73.24694911,334.840224,71.37463078,674.5886782,128.5662094,0
73,1.96,5.03,1.88,32.9,11.33,127,47.2,229.4,51.9,530,112,1
13.46,1.13,4.19,0.21,28.75,12.18,160.63,64.17,303.09,67.87,666.76,112.59,1
3.88,2.27,3.88,0.36,23.5,7.08,85.2,28.6,133,27.3,274,48,0
4.262700693,0.752875849,2.679781683,0.064736678,18.60916253,10.0888727,140.7642679,61.49967139,309.1712584,76.6822425,794.7556844,157.3576281,0
5.18,4.36,9.83,0.62,61.93,23.48,312,113.6,505,104.2,935,160.7,0
6.84,3.71,3.99,0.237,21.1,9.05,125.8,52.4,275.4,58.6,529,108.8,0
10.7,0.83,2.3,0.34,15,6.2,91,40,212,51,564,122,1
14.94,1.03,1.65,0.73,9.6,3.89,52.8,22.5,121,29.6,322,72.6,1
2.68,1.36,4.13,0.13,26.48,10.89,130.14,46.3,199.39,41.75,376.94,68.54,0
16.31,1.22,3.21,0.53,22.3,8.61,112.53,44.07,211.23,44.61,412.99,84.19,1
0.52,1.42,5.68,0.07,43.4,16.09,189,57.9,233,46.2,353,61.2,0
9.9,0.68,2,0.37,15.9,6.1,83,36,177,43,417,89,1
49,2.35,3.8,0.94,19.6,6.92,85.4,33.4,179,40.5,399,90.5,1
81.80570637,2.004111297,5.29228811,1.626011858,55.7499734,20.163798,236.3047613,99.40175654,439.1796925,95.38032965,763.2736494,138.8147036,1
3.33,2.11,6.22,0.26,39,13.4,157,57,241,49,442,72.1,0
4.71,0.786,1.654,0.0354,11.33,5.32,73.05,29.33,144.92,34.59,353.7,59.75,0
49.7,0.78,1.81,0.55,14.9,5.95,76.9,31.9,153,38.2,349,84,1
11.36649854,1.139477488,2.069644564,0.24542834,14.14121436,5.195194322,68.38653784,26.30214035,128.5307176,26.80604179,254.0561893,45.86543085,0
9.26,3,6.39,1.33,41.6,9.95,112,37.8,210,35.7,379,65.7,0
41.4,17.1,22.9,3.7,67.4,15.4,106.7,20.8,57.3,9.7,74.1,9.7,0
14.32,1,2.31,0.772,14.56,5.53,74.5,31.53,166.7,38.39,399,88.3,1
13.47,3.31,6.29,1.56,31.12,9.18,93.16,31.51,132.45,25.83,239.64,44.7,0
22.14,8.99,13.78,0.74,34.57,12.35,146.07,51.14,224.61,49.76,476.56,85.26,0
